"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/AnimalVarietyPack/Wolf/Materials/M_WolfArctic.M_WolfArctic","0","24","24","1","18.127138","0","0"
"/Game/AnimalVarietyPack/Wolf/Materials/M_WolfDark.M_WolfDark","0","24","24","1","18.959236","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","1.729964","0","0"
"/Game/AnimalVarietyPack/Pig/Materials/M_PigHair.M_PigHair","0","95","101","1","53.763500","0","0"
"/Game/AnimalVarietyPack/Pig/Materials/M_Pig.M_Pig","0","36","36","1","26.698593","0","0"
"/Game/AnimalVarietyPack/Pig/Materials/M_PigHairDirty.M_PigHairDirty","0","64","68","1","36.636948","0","0"
"/Game/AnimalVarietyPack/Pig/Materials/M_PigDirty.M_PigDirty","0","24","24","1","17.330379","0","0"
"/Game/AnimalVarietyPack/Fox/Materials/M_FoxFur.M_FoxFur","0","64","68","1","37.859818","0","0"
"/Game/AnimalVarietyPack/Fox/Materials/M_Fox.M_Fox","0","24","24","1","17.504009","0","0"
"/Game/AnimalVarietyPack/DeerStagAndDoe/Materials/M_DeerDoeFur.M_DeerDoeFur","0","64","68","1","38.212257","0","0"
"/Game/AnimalVarietyPack/DeerStagAndDoe/Materials/M_DeerDoe.M_DeerDoe","0","24","24","1","17.601782","0","0"
"/Game/AnimalVarietyPack/Crow/Materials/M_Crow.M_Crow","0","64","68","1","36.634293","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","21","21","1","18.638597","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","21","1","19.613625","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","21","21","1","18.922556","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","42","42","1","154.192596","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","21","21","1","21.371017","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","21","21","1","20.670860","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","21","21","1","19.954544","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","12","12","1","10.873837","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","12","12","1","10.847795","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","21","21","1","20.432346","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","21","21","1","20.350458","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","21","21","1","20.489286","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","21","21","1","20.163853","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","46","48","1","34.990391","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","21","21","1","20.376181","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","42","42","1","133.809082","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","24","24","1","15.225884","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","84","1","85.410927","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","32","32","1","21.998581","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","32","32","1","20.398760","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","36","36","1","21.208363","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","32","32","1","19.793604","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","24","24","1","17.499811","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","24","1","16.058302","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","112","112","1","101.945938","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","30","30","1","19.945919","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","21","21","1","21.128304","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","21","21","1","20.192223","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","21","21","1","20.826771","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","21","21","1","20.811804","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","21","21","1","20.613503","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","21","21","1","22.219223","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","21","21","1","21.881765","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","21","21","1","20.408081","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","21","21","1","20.896156","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","21","21","1","20.738424","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","21","21","1","21.206652","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","21","21","1","21.927862","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","21","21","1","21.782314","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","21","21","1","21.510963","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","21","21","1","21.205406","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","21","21","1","20.957764","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","21","21","1","21.299437","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","21","21","1","20.577099","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","21","21","1","20.396118","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","21","21","1","19.814949","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","21","21","1","20.461617","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","21","21","1","20.257832","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","21","21","1","21.929770","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","21","21","1","20.249342","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","21","21","1","20.710339","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","21","21","1","20.414200","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","21","21","1","20.832407","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","21","21","1","21.221889","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","21","21","1","21.044506","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","21","21","1","19.466129","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","21","21","1","27.551682","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","21","21","1","27.142530","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","21","21","1","20.030674","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","21","21","1","20.062019","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","21","21","1","20.903160","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","21","21","1","20.863672","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","21","21","1","21.123547","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","21","21","1","21.072105","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","21","21","1","19.670820","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","21","21","1","19.625053","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","2","2","1","1.328352","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","4","4","2","2.812639","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","2","2","1","1.385660","0","0"
"/Game/Assets/New_LandscapeMaterial/Delete_Later/MM_LandscapeDEL.MM_LandscapeDEL","0","51","51","1","31.099945","0","0"
"/Game/Assets/New_LandscapeMaterial/MM_Landscape.MM_Landscape","0","12","12","1","9.795858","0","0"
"/Game/Assets/New_LandscapeMaterial/Delete_Later/MM_Landscape_optiDEL.MM_Landscape_optiDEL","0","12","12","1","9.706043","0","0"
